nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Pemasaran,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.4,6988,35000,https://www.google.com/maps/place/Pemasaran/data=!4m7!3m6!1s0x2e69b63f19c10cd5:0x1bd0ba63d53269aa!8m2!3d-6.660712!4d106.9461644!16s%2Fg%2F1pzwtd9qv!19sChIJ1QzBGT-2aS4Rqmky1WO60Bs?authuser=0&hl=id&rclk=1,-6.660712,106.9461644,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpZo0K3IUgh6Ov28335B48Oe7CbCS6nk1sktifho9MQKP2W0QQwdqePQUsADYi3Pra8kD5bLh4rfkDkQgfCgEqifWRyFgGfLrBIuWvOMx0yhGI7YjsSVZ5B5SQvyDG4ettv9nv=w1200-h800
Wisata Curug Naga,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,958,95000,https://www.google.com/maps/place/Wisata+Curug+Naga/data=!4m7!3m6!1s0x2e69b7bc0f4b11e1:0x16e2c46b5e17c70a!8m2!3d-6.6493339!4d106.9428209!16s%2Fg%2F11cjh_xn1k!19sChIJ4RFLD7y3aS4RCscXXmvE4hY?authuser=0&hl=id&rclk=1,-6.6493339,106.9428209,
Taman wisata mata air ciburial,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.1,61,15000,https://www.google.com/maps/place/Taman+wisata+mata+air+ciburial/data=!4m7!3m6!1s0x2e69b7465f4cf001:0xb5ecf3352dd3bb86!8m2!3d-6.701557!4d106.9729224!16s%2Fg%2F11svcrg0vf!19sChIJAfBMX0a3aS4RhrvTLTXz7LU?authuser=0&hl=id&rclk=1,-6.701557,106.9729224,https://lh3.googleusercontent.com/p/AF1QipMVDHOSxX7LvWqF3JMeLDyN48vnb4CUcqvtRvRa=w1200-h800
Wisata Curug Panjang,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,653,15000,https://www.google.com/maps/place/Wisata+Curug+Panjang/data=!4m7!3m6!1s0x2e69b7c0a30fc30d:0x32bd302db573ca3c!8m2!3d-6.6463792!4d106.9454113!16s%2Fg%2F11hcv6wsbf!19sChIJDcMPo8C3aS4RPMpztS0wvTI?authuser=0&hl=id&rclk=1,-6.6463792,106.9454113,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyq3zb7SN4oQNfB3sZJGW59jMND2YZ_-9yNqsHPtqUs76L4EBlzotoMYx-71Q1Ys3FfwpxM3NKdW6vrNBCI8_7a57zPwH3i9Y7P9EwgVjJXyarl3K-fxWUQ3sW5Rz8-p-VauIaW=w1200-h800
THÉ CILIWUNG TEA ESTATE EST. 1907,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.3,284,25000,https://www.google.com/maps/place/TH%C3%89+CILIWUNG+TEA+ESTATE+EST.+1907/data=!4m7!3m6!1s0x2e69b78b2aad1ccb:0xc6e27c98f5e331a3!8m2!3d-6.699494!4d106.9956214!16s%2Fg%2F11q4cbdpnt!19sChIJyxytKou3aS4RozHj9Zh84sY?authuser=0&hl=id&rclk=1,-6.699494,106.9956214,https://lh3.googleusercontent.com/p/AF1QipNk8VyWHCvvHDWIfyUHx4XlB_zCb3UJuTU75i7r=w1200-h800
Kebun Teh Puncak Panoongan,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,63,25000,https://www.google.com/maps/place/Kebun+Teh+Puncak+Panoongan/data=!4m7!3m6!1s0x2e69b7c898b4863d:0x4c62f8d533fda671!8m2!3d-6.6943781!4d106.9931865!16s%2Fg%2F11swp8v7yt!19sChIJPYa0mMi3aS4Rcab9M9X4Ykw?authuser=0&hl=id&rclk=1,-6.6943781,106.9931865,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNQFjFX8BvLuHT2IJ7UErodZ4bISPPBpk6PEm5Ex7zZMhCu_aTH2O3fN_pwjbeCIF9CiW1iD2T_-TMFdurvQjzTVacT39UUNJbl3LwL2_3EurbvS5ntbYbszWmkp1KFUTV3793=w1200-h800
Melrimba Garden,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.5,5008,530000,https://www.google.com/maps/place/Melrimba+Garden/data=!4m10!3m9!1s0x2e69b6a5e2b67e9f:0x4e290839379d87eb!5m2!4m1!1i2!8m2!3d-6.6990952!4d106.9939759!16s%2Fg%2F1tqksfjr!19sChIJn3624qW2aS4R64edNzkIKU4?authuser=0&hl=id&rclk=1,-6.6990952,106.9939759,https://lh3.googleusercontent.com/p/AF1QipM_NgD_t-f6FO0dkVd83VyRPe7RRRfknYJsbJgZ=w1200-h800
Kebun Gunung Mas,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,825,15000,https://www.google.com/maps/place/Kebun+Gunung+Mas/data=!4m7!3m6!1s0x2e69b6a0f783cd2d:0x6317dcf8b4c2ccb8!8m2!3d-6.7021048!4d106.9862113!16s%2Fg%2F11b808dr_d!19sChIJLc2D96C2aS4RuMzCtPjcF2M?authuser=0&hl=id&rclk=1,-6.7021048,106.9862113,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQOg04w9Gd1jgyfUuKqhNfO1Fojc69hqJZZRxdgM9mc_O6VRaBpS3OcHXbV164BzTd8La_wHbWd3mF5c2Nrm02EcHyJ3vjKUkG8yUJM2kEYK1YdXB2S0xYscVeW4O4H5a0VazWCw=w1200-h800
Gunung Kencana,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.7,369,20000,https://www.google.com/maps/place/Gunung+Kencana/data=!4m7!3m6!1s0x2e69b71ee9d2f3d9:0x421955d10d01f78!8m2!3d-6.659281!4d106.9792025!16s%2Fg%2F11bttjty3j!19sChIJ2fPS6R63aS4ReB_QEF2VIQQ?authuser=0&hl=id&rclk=1,-6.659281,106.9792025,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkzFCh1v1FI5tpAhGvhPRRoAed7UIMHQ98HWDB_GH8R9o0HOteaz3x-hHGVZm1K-tX_2YN3CrACkvivHBCPP-ZeYsGA7wGbgx3Y0ikQD75Tmq4NDZ_rraHFIeh59biyKS9puBU=w1200-h800
Curug Cibulao,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.7,2423,25000,https://www.google.com/maps/place/Curug+Cibulao/data=!4m7!3m6!1s0x2e69b7a25ed315cd:0xe01a984123ce4e6d!8m2!3d-6.6451323!4d106.9508321!16s%2Fg%2F11cjhz3_r3!19sChIJzRXTXqK3aS4RbU7OI0GYGuA?authuser=0&hl=id&rclk=1,-6.6451323,106.9508321,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeSxkIoQ0NUkgIBTtTDHVXmh6OLsobiSOkfI12Cj-kFuwLH5RVhJiaCFThVsfiEU_MBe0q--YBUc_JxCVnzDEwq3Gm5rTiDMDZzruskZedGvNW0TZVw04brvZhphyU0olaa8g=w1200-h800
Masjid Atta'Awun Puncak,Umum,Lainnya,Cisarua,Kabupaten Bogor,4.8,55671,0,https://www.google.com/maps/place/Masjid+Atta%27Awun+Puncak/data=!4m7!3m6!1s0x2e69b6a16747d781:0xc3e7a2b05a8dc48d!8m2!3d-6.6992404!4d106.9874405!16s%2Fg%2F11h1pxr49!19sChIJgddHZ6G2aS4RjcSNWrCi58M?authuser=0&hl=id&rclk=1,-6.6992404,106.9874405,https://lh3.googleusercontent.com/p/AF1QipOpNPCjLs7IRmKu6-zGOWPuwGgg3SR_hiuN_5f6=w1200-h800
Puncak Pass Bogor-Cianjur,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.7,20344,0,https://www.google.com/maps/place/Puncak+Pass+Bogor-Cianjur/data=!4m7!3m6!1s0x2e69b71c940bdf2d:0x73b17fadc2c83bec!8m2!3d-6.7054485!4d106.9941387!16s%2Fg%2F11fjygwnrz!19sChIJLd8LlBy3aS4R7DvIwq1_sXM?authuser=0&hl=id&rclk=1,-6.7054485,106.9941387,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjmDsN19ULTOCLT3KhQzo6feq1OhSP21_JG1ELutRILudMnFR9L6Ex22HqyGyxAyzPD8tY658By61owPYyyjD9J9r0HE4xDQsMwvSoPAGqV8r7pq_At0PD1UV7vNZ-Vtfn3P02=w1200-h800
Gardenia Park,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.9,223,2763000,https://www.google.com/maps/place/Gardenia+Park/data=!4m10!3m9!1s0x2e69b71965664739:0xef83e6c344b07dd7!5m2!4m1!1i2!8m2!3d-6.6558336!4d106.9238944!16s%2Fg%2F11tfl40zxd!19sChIJOUdmZRm3aS4R132wRMPmg-8?authuser=0&hl=id&rclk=1,-6.6558336,106.9238944,https://lh3.googleusercontent.com/p/AF1QipMxJiIY87ZOzDMNVCwas2b90rYoGNGJXl227vMq=w1200-h800
Perkebunan Teh Puncak,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.5,199,6000,https://www.google.com/maps/place/Perkebunan+Teh+Puncak/data=!4m7!3m6!1s0x2e69b6a7cc4208fd:0xce1047d0ed2db577!8m2!3d-6.7015573!4d106.9939486!16s%2Fg%2F11cjhr_gp5!19sChIJ_QhCzKe2aS4Rd7Ut7dBHEM4?authuser=0&hl=id&rclk=1,-6.7015573,106.9939486,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2o7ezURboUmI_PpEc_AwMb3dpje32raWDysySGC6sJxqxpgLxfRVGWJ0vPQ8z3X6ySq7Ny0YXF5wFIYOv4ZX7t7zENrNkk8Snms_dJM-Pr0bDjm7T_1txD4Kn2T0p-F4Wb73i=w1200-h800
Istana Panda Indonesia Taman Safari Bogor,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.7,9496,150000,https://www.google.com/maps/place/Istana+Panda+Indonesia+Taman+Safari+Bogor/data=!4m7!3m6!1s0x2e69b5b596f420ad:0x1713b169e01a3558!8m2!3d-6.7268!4d106.955529!16s%2Fg%2F11f3jwp7mb!19sChIJrSD0lrW1aS4RWDUa4GmxExc?authuser=0&hl=id&rclk=1,-6.7268,106.955529,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDqen8XTY8TDedsDKzEpYwkw2rOZuhzetexyh0w37EqVyXahZL6ESwJJ_cpRTkGxpZAFmDRKrnjFT3-V15nyCpQLx0MAiqtRRseKj-OSP1j6WExHS6wbUXrMjbsvPtSgQU6DR6=w1200-h800
Talaga Saat Puncak dan villa sekitar puncak,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.4,6387,25000,https://www.google.com/maps/place/Talaga+Saat+Puncak+dan+villa+sekitar+puncak/data=!4m7!3m6!1s0x2e69b6ba0be0331d:0x2cc135eb362ac273!8m2!3d-6.6891931!4d106.9946027!16s%2Fg%2F11d_8s798z!19sChIJHTPgC7q2aS4Rc8IqNus1wSw?authuser=0&hl=id&rclk=1,-6.6891931,106.9946027,https://lh3.googleusercontent.com/p/AF1QipPjb4CBFipZLQnWTcJXTvHodx3u_g1eKlN_zodD=w1200-h800
Pinus Eco Park Camping Ground,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.5,600,35000,https://www.google.com/maps/place/Pinus+Eco+Park+Camping+Ground/data=!4m7!3m6!1s0x2e69b7546e77a32f:0x36e6a8d82736428f!8m2!3d-6.7067436!4d106.9841609!16s%2Fg%2F11rzcpl2l4!19sChIJL6N3blS3aS4Rj0I2J9io5jY?authuser=0&hl=id&rclk=1,-6.7067436,106.9841609,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwE4y58hL-U7GNl3j5puUXfNpyJTles_8_NvYbrJRK6DblyBOt-tXkodqoZxCPU98A-JAIxTVR3QWnc8Tk85Nio_-Azbl6OXjgHqWE_E8iQkeb8hZPaRpCD2vZYNBOS4KSKGw7QAQ=w1200-h800
Curug panjang Megamendung,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,1701,17000,https://www.google.com/maps/place/Curug+panjang+Megamendung/data=!4m7!3m6!1s0x2e69b7117a009055:0x69c429a72ebfbfef!8m2!3d-6.6487507!4d106.9448192!16s%2Fg%2F11j0bdr90q!19sChIJVZAAehG3aS4R77-_LqcpxGk?authuser=0&hl=id&rclk=1,-6.6487507,106.9448192,https://lh3.googleusercontent.com/p/AF1QipMO91WgDM7GN14dE8E1TkUqa9-BCd6J6kQjv21_=w1200-h800
bukit gunder camping ground & kedai kopi,Rekreasi,Wisata Rekreasi,Cisarua,Kabupaten Bogor,4.7,93,320000,https://www.google.com/maps/place/bukit+gunder+camping+ground+%26+kedai+kopi/data=!4m7!3m6!1s0x2e69b7da9ff7a0d9:0x9be8377fb55d1ff1!8m2!3d-6.6875391!4d106.9666528!16s%2Fg%2F11v3kkdknj!19sChIJ2aD3n9q3aS4R8R9dtX836Js?authuser=0&hl=id&rclk=1,-6.6875391,106.9666528,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_9A2-czpA6fe6tZJ4bs9hpSzk1JGzKSFSMZrycL98-BbMFGe8hHuC-nOTUktu7EOkiJlDIrTOYVoSx2SpW_0opFzRdit75NWvzPhfpNELaaShyp9rJxzbxRmbGjpIJglhEvai0Q=w1200-h800
Kebun Teh Cisarua Bogor,Alam,Wisata Alam,Cisarua,Kabupaten Bogor,4.6,1229,15000,https://www.google.com/maps/place/Kebun+Teh+Cisarua+Bogor/data=!4m7!3m6!1s0x2e69b680ce61faad:0x1c4e0fa30e1b6962!8m2!3d-6.7001238!4d106.9615043!16s%2Fg%2F11dymcpp44!19sChIJrfphzoC2aS4RYmkbDqMPThw?authuser=0&hl=id&rclk=1,-6.7001238,106.9615043,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxLcaS4e0TSgYmPwGiXU32ECxxfa0u5CVUosrRbSFkLR-sW5U_6R_oTSTRwjc5e7kjsiX3JluSDGyrnResl_eyyohIQ64DqvCSQk9R5aEfbxyUDaU12Nbwa_LCBTCfcuiBpOAc=w1200-h800
BATOO Campsite Area,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.9,60,70000,https://www.google.com/maps/place/BATOO+Campsite+Area/data=!4m7!3m6!1s0x2e69ddc0e39d9241:0x602553a6595fe960!8m2!3d-6.4942233!4d106.6805897!16s%2Fg%2F11vlcw0lw9!19sChIJQZKd48DdaS4RYOlfWaZTJWA?authuser=0&hl=id&rclk=1,-6.4942233,106.6805897,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHvq-Q45N0bVrGhztP44AotA0GGDXILgRWO5UshHCHlYZwso-38RcGTJW8-Hv2ffr7rj_guNEBB2V3AmZ3WzYw376O4FcQQDGTrFEeyU9Lh54u0XmlSQV6444eZ0_rEhk93Y6ZAg=w1200-h800
Telaga Rusa Outbound,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.6,115,20000,https://www.google.com/maps/place/Telaga+Rusa+Outbound/data=!4m7!3m6!1s0x2e69e7608b09227b:0x953e823598b72096!8m2!3d-6.4416845!4d106.6810988!16s%2Fg%2F11fhhw2684!19sChIJeyIJi2DnaS4RliC3mDWCPpU?authuser=0&hl=id&rclk=1,-6.4416845,106.6810988,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnT4131Sf89z9cVuZOveyYcOrjCOAew7nGxfz4bLPcIhg6_6fK9zITAJjxmJ_NfhjxaZIR2TC5HU2RPAysAW_lEIzu9EzSEl8XOEfGGZgvR6isYla9MFAZ8rL40-GiglWKArtyzuT-MYd3=w1200-h800
Taman Kopses Ciseeng (TKC),Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,3.9,335,10000,https://www.google.com/maps/place/Taman+Kopses+Ciseeng+%28TKC%29/data=!4m7!3m6!1s0x2e69e75c41ec2a35:0x67e211a8fce9834e!8m2!3d-6.4407104!4d106.6651933!16s%2Fg%2F11f647p4t7!19sChIJNSrsQVznaS4RToPp_KgR4mc?authuser=0&hl=id&rclk=1,-6.4407104,106.6651933,
Kampung Pelangi Waterpark Reborn,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,3.9,495,30000,https://www.google.com/maps/place/Kampung+Pelangi+Waterpark+Reborn/data=!4m7!3m6!1s0x2e69e7f7f33e8711:0x8ab0c8906fa147f3!8m2!3d-6.464047!4d106.7110114!16s%2Fg%2F11bz_0k70p!19sChIJEYc-8_fnaS4R80ehb5DIsIo?authuser=0&hl=id&rclk=1,-6.464047,106.7110114,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFu3uijVuFaU-fNEeT8VH7uTQlT9UAIpgQ6AvxjErfHQDslzget18GR2o_ihuINUd3e9lVa8BFoUzsyxBPKW-TpCGhkTGNBTAPKMykFBBS9BSHYOlh_dhbczvy21Jw9Md9RzCZ=w1200-h800
Curug Cibentang,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.4,73,0,https://www.google.com/maps/place/Curug+Cibentang/data=!4m7!3m6!1s0x2e69e71abfe915fd:0xdee56bed6e148ba3!8m2!3d-6.4391225!4d106.6696054!16s%2Fg%2F11h_xc05kh!19sChIJ_RXpvxrnaS4Ro4sUbu1r5d4?authuser=0&hl=id&rclk=1,-6.4391225,106.6696054,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwT6YW-Ba08ydziWsL7-pSHyM_kfWVOZhOelVK_PowuaTB1dgsg8doF7bXMBjV2w3yV5Drgtdss1SCY8hobcJVJjBvJ2gnEukgPNdNvQQYxpTlz1LNQtLA6uwcyWeXlRqKtRQEiEw=w1200-h800
INAGRO,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.5,1409,500000,https://www.google.com/maps/place/INAGRO/data=!4m10!3m9!1s0x2e69dd0e6339f40d:0x8ba05934f5645580!5m2!4m1!1i2!8m2!3d-6.4941086!4d106.6853413!16s%2Fg%2F11cs19d4ns!19sChIJDfQ5Yw7daS4RgFVk9TRZoIs?authuser=0&hl=id&rclk=1,-6.4941086,106.6853413,https://lh3.googleusercontent.com/p/AF1QipOI6Dkkt8aOMEQn8JNac3702Ytyo_KbFfxJtZMU=w1200-h800
Taman Cas Cis Cus,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.3,227,55000,https://www.google.com/maps/place/Taman+Cas+Cis+Cus/data=!4m7!3m6!1s0x2e69e7be1610ba1b:0xa33ff4b7def238fe!8m2!3d-6.4463717!4d106.6842822!16s%2Fg%2F11h7b9fxp8!19sChIJG7oQFr7naS4R_jjy3rf0P6M?authuser=0&hl=id&rclk=1,-6.4463717,106.6842822,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxt9dCgMHanoL3_Zacvw6w0--LmTEIS_GGogA0ke32PbkVu4Z3v1sNgT6j1sEWzpG2aVHW1vs8OFXXbTmJg2MnAcF6XnP6Dt61IzuEGnnLwbXpROuDzOMAms9U1-AXZK4iM1b_F4g=w1200-h800
WANA GRIYA / Garuda Waterland agency,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.1,5352,7500,https://www.google.com/maps/place/WANA+GRIYA+%2F+Garuda+Waterland+agency/data=!4m7!3m6!1s0x2e69e64c2ccaeb75:0x46f1e3ae153988db!8m2!3d-6.4210306!4d106.692509!16s%2Fg%2F11d__l6kpb!19sChIJdevKLEzmaS4R24g5Fa7j8UY?authuser=0&hl=id&rclk=1,-6.4210306,106.692509,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKIgq5DWUkWF7cmZ_lZZuRRP6nceti3McTn31yGW4kDx67BMM1k_-5lka_axVHQuXC8UKV66NJ9BOYkjh0Jzy3EGxrQqWjCbSIXE5FU1X9ZKvO4_LBN_K_2YMJR-ffxLZKWvmgGA=w1200-h800
Taman Wisata Gunung Panjang Tumaritis,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4,170,15000,https://www.google.com/maps/place/Taman+Wisata+Gunung+Panjang+Tumaritis/data=!4m7!3m6!1s0x2e69e7b40fafc413:0x2db554ddff854352!8m2!3d-6.4306845!4d106.6945752!16s%2Fg%2F11bwhb395t!19sChIJE8SvD7TnaS4RUkOF_91UtS0?authuser=0&hl=id&rclk=1,-6.4306845,106.6945752,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDmljK7NLCDpfkkCv3UcGqufwhdd5n_TSJjGjbX4pkZvDmScdQD-MjgURnFUtN60KIayjHFmrgJSUjNvBKB-bmaJTZ2mCrA9D1MoFcKhUWShypnSQVM2TphkChzboRH2PIR9o=w1200-h800
Kolam Pemandian Air Panas Gn Panjang,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,3.5,198,15000,https://www.google.com/maps/place/Kolam+Pemandian+Air+Panas+Gn+Panjang/data=!4m7!3m6!1s0x2e69e78e1175d723:0xddb1cca80806dab2!8m2!3d-6.4298429!4d106.6950027!16s%2Fg%2F11h4zf_fyj!19sChIJI9d1EY7naS4RstoGCKjMsd0?authuser=0&hl=id&rclk=1,-6.4298429,106.6950027,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjKL7pB6qD-29LXL219dD4NXe725Si5g-5g8wnFN0b4EGTjtFw8c_cUpCJMwcUazZh0ZlD00XcmuJ04N8pIO9chQwz7lqeYe501cM5zUZBRAfs1RkMOyheJkxtFe6AmqHJ7i5h=w1200-h800
Gunung Peyek,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.1,973,5000,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,-6.4298752,106.7000962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsE6QDN2X1LuTF_cjgen5ZKjq_wuQNpAT7paY06JrUlEcjFn-VsuB5y_W8BcAXD1Csy_NFD-tuVY9NuoaLPatvJD_bAw56YE02AE0Bo0KaUz5sqLORlG6WtwTVVqiVe8tgpuIr=w1200-h800
Pemandian belerang air panas ciseeng tirta sanita,Umum,Lainnya,Ciseeng,Kabupaten Bogor,3.7,153,15000,https://www.google.com/maps/place/Pemandian+belerang+air+panas+ciseeng+tirta+sanita/data=!4m7!3m6!1s0x2e69e776bf22eb35:0x6bdaa17bba9d2e69!8m2!3d-6.4310753!4d106.6952705!16s%2Fg%2F11hyh0vnl9!19sChIJNesiv3bnaS4RaS6dunuh2ms?authuser=0&hl=id&rclk=1,-6.4310753,106.6952705,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIt8u3RXyeWkM8RnpHB9KkqWf_agIsJe9MbMyT48iM7FhNYEZZWFCYzppW7oRneHocNNCIeIBRblfAnQ4imV-o0g39GsTO6eguL57b9Xtox0gCspJXKziTIzAwFG7K4AQRkHmn3Q=w1200-h800
Setu Iwul,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.1,190,0,https://www.google.com/maps/place/Setu+Iwul/data=!4m7!3m6!1s0x2e69e7f1adf69905:0x281c309796ef4922!8m2!3d-6.4585821!4d106.7084201!16s%2Fg%2F11g6pw7bcs!19sChIJBZn2rfHnaS4RIknvlpcwHCg?authuser=0&hl=id&rclk=1,-6.4585821,106.7084201,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEIKxHourh_GaOktB8BP0xbRznxxaIxZz4ABgigqmlWhTgt7-MCh7VLeMz6fZ_n-Nnl8QSkCX3FK41KWI_-sq3eJoxJR3wlf3XSPOYoA0-aB2gai7x5_FL2dWD1seLWOplpIW5=w1200-h800
Taman Wisata Bukit Munara,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4,296,15000,https://www.google.com/maps/place/Taman+Wisata+Bukit+Munara/data=!4m7!3m6!1s0x2e69e70d030e1e63:0x74e5ee9a85081bea!8m2!3d-6.4585971!4d106.6342275!16s%2Fg%2F11llgj_xzc!19sChIJYx4OAw3naS4R6hsIhZru5XQ?authuser=0&hl=id&rclk=1,-6.4585971,106.6342275,https://lh3.googleusercontent.com/p/AF1QipNkofPk5CvkAUmN7e5rQSZYAz_kZV4SxoswVQwh=w1200-h800
"Setu Lebak Wangi, Desa Wisata Pamegarsari",Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.4,838,10000,"https://www.google.com/maps/place/Setu+Lebak+Wangi,+Desa+Wisata+Pamegarsari/data=!4m7!3m6!1s0x2e69e87a9f6c9b89:0xa063d2a9e34e2ac9!8m2!3d-6.4370595!4d106.7317174!16s%2Fg%2F11ddwzl5mq!19sChIJiZtsn3roaS4RySpO46nSY6A?authuser=0&hl=id&rclk=1",-6.4370595,106.7317174,
Pantai Buatan,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.3,65,10000,https://www.google.com/maps/place/Pantai+Buatan/data=!4m7!3m6!1s0x2e69e7aff670f64d:0xc5b54fc9021092f6!8m2!3d-6.421476!4d106.6908935!16s%2Fg%2F11pzjqnd4_!19sChIJTfZw9q_naS4R9pIQAslPtcU?authuser=0&hl=id&rclk=1,-6.421476,106.6908935,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyF5RCToyg5d7wOdsij7CpT7y6r1m3hTTWrL2vCC57QD-AcbSWb7KHNK8xdT8YUXCTN0Dc3sQV0NP3apxxWxGox_NCPEaxsk-swonqr5kUw7KvnvPBwLd0P1bf8aFye8YRE4Omb=w1200-h800
LEMBAH CISADANE,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.2,1396,20000,https://www.google.com/maps/place/LEMBAH+CISADANE/data=!4m7!3m6!1s0x2e69e7dcaf17a893:0x6faeec6f43b2d028!8m2!3d-6.4688249!4d106.6648125!16s%2Fg%2F11fl1xc3ml!19sChIJk6gXr9znaS4RKNCyQ2_srm8?authuser=0&hl=id&rclk=1,-6.4688249,106.6648125,https://lh3.googleusercontent.com/p/AF1QipNyjig7u7NoYzbU12isFcFkzTKANXlKU98bbg9j=w1200-h800
Tirta Sanita,Umum,Lainnya,Ciseeng,Kabupaten Bogor,3.7,4657,15000,https://www.google.com/maps/place/Tirta+Sanita/data=!4m7!3m6!1s0x2e69e7d6aaaaaaab:0xb23c6912c3a81fef!8m2!3d-6.4309076!4d106.6956225!16s%2Fg%2F11b7wndn1w!19sChIJq6qqqtbnaS4R7x-owxJpPLI?authuser=0&hl=id&rclk=1,-6.4309076,106.6956225,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxj8Pmqt2SvflPyf_iRJqGczypvKy-wwS2WxmpyGaEP8-RmAy3Wj27RZjQC4KIcaYaAvxzypPGNjNQpldzXIornTOIyAEg0DARtGiLDtMBrflQyZ85AnRg2kfBjJH7-yh5rAO9C-A=w1200-h800
Batoo Farm Adventure,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.9,1740,110000,https://www.google.com/maps/place/Batoo+Farm+Adventure/data=!4m7!3m6!1s0x2e69ddfc4ff7a2b9:0x5cefd6194f9cccd1!8m2!3d-6.4946727!4d106.6803461!16s%2Fg%2F11l68tzwy9!19sChIJuaL3T_zdaS4R0cycTxnW71w?authuser=0&hl=id&rclk=1,-6.4946727,106.6803461,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwH76M4Vfgb3ardwCt84GjPAR3Asft3b-pkkOwPr7XIvQoKVxubmTngqcalCdUkAraijt_OwpFJwW4hE9TxF8cHz-h_s7n78viYv6uaYXskyztmab3MYcjKctC81VcjH12OE4hTsA=w1200-h800
